Longitude,Latitude,Name,description,_id,camera_mount,camera_type,man_made,surveillance,surveillance_type,surveillance_zone,camera_direction,operator,check_date,survey_date,direction,surface,image,addr_street,height,camera_angle,material,fixme,access,status,disused_man_made
77.5447789,13.0071462,,,node/10819136538,pole,fixed,surveillance,public,camera,traffic,"100",,,,,,,,,,,,,,
77.5447742,13.0071476,,,node/10819136539,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5445955,13.0074309,,,node/10819136540,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5445827,13.0074393,,,node/10819136541,pole,fixed,surveillance,public,camera,traffic,"300",,,,,,,,,,,,,,
77.5441462,13.0078699,,,node/10819136542,pole,fixed,surveillance,public,camera,traffic,"10",,,,,,,,,,,,,,
77.5441385,13.0078709,,,node/10819136543,pole,fixed,surveillance,public,camera,traffic,"280",,,,,,,,,,,,,,
77.5441925,13.0081397,,,node/10819136544,pole,fixed,surveillance,public,camera,traffic,"280",,,,,,,,,,,,,,
77.5442002,13.0081374,,,node/10819136545,pole,fixed,surveillance,public,camera,traffic,"100",,,,,,,,,,,,,,
77.5429795,13.0084105,,,node/10819136546,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5458652,13.0081577,,,node/10819136547,pole,fixed,surveillance,public,camera,traffic,"190",,,,,,,,,,,,,,
77.5458933,13.0081708,,,node/10819136548,pole,fixed,surveillance,public,camera,traffic,"100",,,,,,,,,,,,,,
77.5494882,13.0064874,,,node/10819136554,pole,fixed,surveillance,public,camera,traffic,"70",,,,,,,,,,,,,,
77.5494932,13.0064779,,,node/10819136555,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5494784,13.0064766,,,node/10819136556,pole,fixed,surveillance,public,camera,traffic,"250",,,,,,,,,,,,,,
77.5495059,13.0062695,,,node/10819136557,pole,fixed,surveillance,public,camera,traffic,"45",,,,,,,,,,,,,,
77.5495036,13.006264,,,node/10819136558,pole,fixed,surveillance,public,camera,traffic,"225",,,,,,,,,,,,,,
77.5497732,13.0055561,,,node/10819136564,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.5497618,13.0055535,,,node/10819136565,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.5497745,13.005251,,,node/10819136566,pole,fixed,surveillance,public,camera,traffic,"350",,,,,,,,,,,,,,
77.5497772,13.0052372,,,node/10819136567,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.572991,12.9399366,,,node/10823514225,pole,fixed,surveillance,public,camera,traffic,"135",,,,,,,,,,,,,,
77.5729763,12.9399588,,,node/10823514226,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5718036,12.9376623,,,node/10823514251,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5718001,12.9376695,,,node/10823514252,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5784312,12.938025,,,node/10823514258,pole,fixed,surveillance,public,camera,traffic,"320",,,,,,,,,,,,,,
77.5784181,12.9379985,,,node/10823514259,pole,fixed,surveillance,public,camera,traffic,"225",,,,,,,,,,,,,,
77.5784366,12.9380175,,,node/10823514260,pole,fixed,surveillance,public,camera,traffic,"45",,,,,,,,,,,,,,
77.5784238,12.9380067,,,node/10823514261,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5787142,12.9382243,,,node/10823514262,pole,fixed,surveillance,public,camera,traffic,"305",,,,,,,,,,,,,,
77.5787229,12.938224,,,node/10823514263,pole,fixed,surveillance,public,camera,traffic,"215",,,,,,,,,,,,,,
77.5787253,12.9382289,,,node/10823514264,pole,fixed,surveillance,public,camera,traffic,"135",,,,,,,,,,,,,,
77.5787175,12.9382315,,,node/10823514265,pole,fixed,surveillance,public,camera,traffic,"45",,,,,,,,,,,,,,
77.6756793,12.9225941,,,node/10824281799,pole,fixed,surveillance,public,camera,,"0",,,,,,,,,,,,,,
77.6756584,12.9225967,,,node/10824281800,pole,fixed,surveillance,public,camera,,"270",,,,,,,,,,,,,,
77.6756962,12.9225839,,,node/10824281801,pole,fixed,surveillance,public,camera,,"120",,,,,,,,,,,,,,
77.5713807,12.996984,,,node/10831664276,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5713455,12.9969833,,,node/10831664277,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5713877,12.9993256,,,node/10831664294,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5713958,12.9993191,,,node/10831664295,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5714028,12.9993263,,,node/10831664296,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5713958,12.9993322,,,node/10831664297,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.6113486,12.9669857,,,node/10833805498,pole,fixed,surveillance,public,camera,traffic,"200",,,,,,,,,,,,,,
77.6145083,12.9684821,,,node/10833805499,pole,fixed,surveillance,public,camera,traffic,"45",,,,,,,,,,,,,,
77.5489246,12.9987778,,,node/10833830926,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.5489205,12.9987732,,,node/10833830927,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.5489192,12.9987788,,,node/10833830928,pole,fixed,surveillance,public,camera,traffic,"350",,,,,,,,,,,,,,
77.5504759,12.9975955,,,node/10833830929,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5504682,12.9976024,,,node/10833830930,pole,fixed,surveillance,public,camera,traffic,"305",,,,,,,,,,,,,,
77.5504799,12.9976037,,,node/10833830931,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.5529906,12.9981105,,,node/10833830932,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5530024,12.9981128,,,node/10833830933,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5529988,12.9981156,,,node/10833830934,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5554376,12.998602,,,node/10833830935,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.555445,12.998602,,,node/10833830936,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5573519,12.9982984,,,node/10833830937,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.55736,12.9982882,,,node/10833830938,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5573685,12.9982985,,,node/10833830939,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5646038,12.9961796,,,node/10833830940,pole,fixed,surveillance,public,camera,traffic,"10",,,,,,,,,,,,,,
77.6120695,12.9644173,,,node/10833856106,pole,fixed,surveillance,public,camera,traffic,"70",,,,,,,,,,,,,,
77.6120688,12.9644242,,,node/10833856107,pole,fixed,surveillance,public,camera,traffic,"300",,,,,,,,,,,,,,
77.614065,12.966427,,,node/10833856124,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.6140489,12.9664421,,,node/10833856125,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.6140617,12.9664094,,,node/10833856126,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.6140892,12.9664342,,,node/10833856127,pole,fixed,surveillance,public,camera,traffic,"100",,,,,,,,,,,,,,
77.5878283,12.9664676,,,node/10833870876,pole,fixed,surveillance,public,camera,traffic,"225",,,,,,,,,,,,,,
77.5878411,12.9664832,,,node/10833870877,pole,fixed,surveillance,public,camera,traffic,"45",,,,,,,,,,,,,,
77.5887389,12.967419,,,node/10833870878,pole,fixed,surveillance,public,camera,traffic,"70",,,,,,,,,,,,,,
77.5966991,12.964664,,,node/10833870882,pole,fixed,surveillance,public,camera,traffic,"190",,,,,,,,,,,,,,
77.597035,12.9649509,,,node/10833870883,pole,fixed,surveillance,public,camera,traffic,"20",,,,,,,,,,,,,,
77.5972154,12.9647627,,,node/10833870884,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.5740673,12.9775662,,,node/10833880659,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5740498,12.9775826,,,node/10833880660,pole,fixed,surveillance,public,camera,traffic,"315",,,,,,,,,,,,,,
77.5612108,12.9828569,,,node/10834070252,pole,fixed,surveillance,public,camera,traffic,"280",,,,,,,,,,,,,,
77.5612181,12.9828569,,,node/10834070253,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5580357,12.9838054,,,node/10834070254,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5580494,12.9838214,,,node/10834070255,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5560106,12.9883674,,,node/10834070256,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.556015,12.9883723,,,node/10834070257,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5560106,12.9883763,,,node/10834070258,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5559691,12.9894883,,,node/10834070259,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5559697,12.9894988,,,node/10834070260,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5512658,12.9924874,,,node/10834070261,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5512806,12.9924861,,,node/10834070262,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.7148274,12.9557535,,,node/10861505072,pole,fixed,surveillance,traffic,camera,traffic,"25",,,,,,,,,,,,,,
77.7148503,12.9557525,,,node/10861505073,pole,fixed,surveillance,traffic,camera,traffic,"90",,,,,,,,,,,,,,
77.7147456,12.9557651,,,node/10861505074,pole,fixed,surveillance,traffic,camera,traffic,"180",,,,,,,,,,,,,,
77.7172111,12.9557943,,,node/10861505075,pole,fixed,surveillance,traffic,camera,traffic,"270",,,,,,,,,,,,,,
77.5202277,13.0592498,,,node/10873134905,pole,panning,surveillance,public,camera,town,,,,2023/05/06 00:00:00,,,,,,,,,,,
77.6901614,12.8282344,,,node/10882886807,wall,fixed,surveillance,outdoor,camera,town,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.620854,12.9276303,,,node/10882886808,gantry,fixed,surveillance,public,camera,traffic,"119",,,2023/05/10 00:00:00,,,,,,,,,,,
77.6210671,12.9274248,,,node/10882957207,gantry,panning,surveillance,public,camera,traffic,"270",,,2023/05/10 00:00:00,,,,,,,,,,,
77.6210678,12.9274269,,,node/10882957208,gantry,panning,surveillance,public,camera,traffic,"280",,,2023/05/10 00:00:00,,,,,,,,,,,
77.6210656,12.9274215,,,node/10882957209,gantry,fixed,surveillance,public,camera,traffic,"280",BTP,,2023/05/10 00:00:00,,,,,,,,,,,
77.6901614,12.8282344,,,node/10882966705,wall,fixed,surveillance,outdoor,camera,entrance,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6208526,12.9276362,,,node/10882966706,gantry,panning,surveillance,public,camera,traffic,"125",BTP,,2023/05/10 00:00:00,,,,,,,,,,,
77.6292699,12.9300574,,,node/10882966707,pole,panning,surveillance,public,camera,town,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6211257,12.9275236,,,node/10882968305,gantry,panning,surveillance,public,camera,traffic,null,BTP,,2023/05/10 00:00:00,,,,,,,,,,,
77.6292699,12.9300574,,,node/10882968306,pole,panning,surveillance,public,camera,traffic,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.620856,12.9276392,,,node/10882968605,gantry,panning,surveillance,public,camera,traffic,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6292699,12.9300574,,,node/10882968606,pole,panning,surveillance,public,camera,town,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6330415,12.9297697,,,node/10883130005,pole,panning,surveillance,public,camera,traffic,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6330433,12.929773,,,node/10883130105,pole,panning,surveillance,public,camera,town,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6330433,12.929773,,,node/10883130106,pole,panning,surveillance,public,camera,town,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.6330433,12.929773,,,node/10883130505,pole,panning,surveillance,public,camera,town,,,,2023/05/10 00:00:00,,,,,,,,,,,
77.5202404,13.0592549,,,node/10889934016,pole,panning,surveillance,public,camera,town,,,,,,,,,,,,,,,
77.5202342,13.0592458,,,node/10889934017,pole,panning,surveillance,public,camera,town,,,,,,,,,,,,,,,
77.5202441,13.0592495,,,node/10889934018,pole,panning,surveillance,public,camera,town,,,,,,,,,,,,,,,
77.5202422,13.0592434,,,node/10889934019,pole,panning,surveillance,public,camera,town,,,,,,,,,,,,,,,
77.5202528,13.059244,,,node/10889934020,pole,panning,surveillance,public,camera,town,,,,,,,,,,,,,,,
77.5928796,12.9581623,,,node/10895966357,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5928877,12.9581699,,,node/10895966358,pole,fixed,surveillance,public,camera,traffic,"20",,,,,,,,,,,,,,
77.592883,12.9581548,,,node/10895966359,pole,fixed,surveillance,public,camera,traffic,"200",,,,,,,,,,,,,,
77.5780684,12.9992881,,,node/10934276529,pole,fixed,surveillance,public,camera,traffic,"240",,,,,,,,,,,,,,
77.5780869,12.999289,,,node/10934276530,pole,fixed,surveillance,public,camera,traffic,"120",,,,,,,,,,,,,,
77.5780778,12.9992998,,,node/10934276531,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.7152494,12.9619463,,,node/10967301626,,,surveillance,traffic,,,,,,,,,,,,,,,,,
77.7164684,12.9606497,,,node/11003395607,pole,dome,surveillance,traffic,camera,traffic,,,,,,,,,,,,,,,
77.6208226,12.9975847,,,node/11032781305,pole,panning,surveillance,public,camera,area,,,,2023/07/07 00:00:00,,,,,,,,,,,
77.6208226,12.9975847,,,node/11032781306,pole,panning,surveillance,public,camera,area,,,,2023/07/07 00:00:00,,,,,,,,,,,
77.6208226,12.9975847,,,node/11032781405,pole,panning,surveillance,public,camera,area,,,,2023/07/07 00:00:00,,,,,,,,,,,
77.6208226,12.9975847,,,node/11032781505,pole,panning,surveillance,public,camera,area,,,,2023/07/07 00:00:00,,,,,,,,,,,
77.6734652,12.9170445,,,node/11038567682,pole,fixed,surveillance,public,camera,,"280",,,,,,,,,,,,,,
77.6734815,12.9170329,,,node/11038567683,pole,fixed,surveillance,public,camera,,"200",,,,,,,,,,,,,,
77.5809893,13.0061308,,,node/11043315807,,,surveillance,,camera,,,,,2023/07/13 00:00:00,,,,,,,,,,,
77.5809893,13.0061308,,,node/11043315808,,panning,surveillance,,camera,,,,,2023/07/13 00:00:00,,,,,,,,,,,
77.5809893,13.0061308,,,node/11043323805,,panning,surveillance,,camera,,,,,2023/07/13 00:00:00,,,,,,,,,,,
