Longitude,Latitude,Name,description,_id,camera_mount,camera_type,man_made,surveillance,surveillance_type,surveillance_zone,camera_direction,operator,check_date,survey_date,direction,surface,image,addr_street,height,camera_angle,material,fixme,access,status,disused_man_made
77.5753976,12.991851,,,node/10183518518,pole,fixed,surveillance,public,camera,traffic,"315",,,2022/11/13 00:00:00,,,,,,,,,,,
77.575409,12.9918516,,,node/10183518519,pole,fixed,surveillance,public,camera,traffic,"45",,,2022/11/13 00:00:00,,,,,,,,,,,
77.5693546,12.9969304,,,node/10183518528,pole,dome,surveillance,public,camera,traffic,,,,2022/11/13 00:00:00,,,,,,,,,,,
77.5667589,12.9969539,,,node/10183518532,pole,fixed,surveillance,public,camera,traffic,"100",,,2022/11/13 00:00:00,,,,,,,,,,,
77.5667435,12.9969519,,,node/10183518533,pole,fixed,surveillance,public,camera,traffic,"250",,,2022/11/13 00:00:00,,,,,,,,,,,
77.5926577,12.9842232,,,node/10183537179,pole,dome,surveillance,public,camera,area,,,2022/11/13 00:00:00,,,,,,,,,,,,
77.6198741,12.9725973,,,node/10208728718,roof,panning,surveillance,public,camera,traffic,,,,2022/11/19 00:00:00,,,,,,,,,,,
77.5929415,13.0249724,,,node/10208728719,pole,panning,surveillance,traffic,camera,,,,,2022/11/22 00:00:00,,,,,,,,,,,
77.6193852,12.9726479,,,node/10208728817,roof,panning,surveillance,public,camera,,,,,2022/11/19 00:00:00,,,,,,,,,,,
77.5929414,13.0249722,,,node/10208728818,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/22 00:00:00,,,,,,,,,,,
77.5704789,13.0171473,,,node/10212418996,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5705084,13.0171489,,,node/10212418997,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5662576,13.0159923,,,node/10212418998,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5662871,13.0159938,,,node/10212418999,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5924044,13.0073423,,,node/10214304917,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/22 00:00:00,,,,,,,,,,,
77.6200735,12.9254712,,,node/10214304918,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/23 00:00:00,,,,,,,,,,,
77.6200433,12.9255298,,,node/10214305217,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/23 00:00:00,,,,,,,,,,,
77.6301956,12.9348325,,,node/10220943019,pole,dome,surveillance,public,camera,town,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6330623,12.9295957,,,node/10220943020,gantry,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6330623,12.9295957,,,node/10220943021,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6301977,12.9348334,,,node/10220955117,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6331776,12.929584,,,node/10220955217,gantry,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6330246,12.9300004,,,node/10220955317,gantry,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6336448,12.9251595,,,node/10220955318,gantry,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.622876,12.9422878,,,node/10221035417,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6225341,12.9426113,,,node/10221035420,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6202345,12.9492212,,,node/10221035517,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.6177688,12.9653079,,,node/10221040318,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/27 00:00:00,,,,,,,,,,,
77.5961625,13.0029074,,,node/10228056718,pole,dome,surveillance,traffic,camera,traffic,,,,2022/11/30 00:00:00,,,,,,,,,,,
77.5999124,12.9998155,,,node/10228056719,pole,panning,surveillance,traffic,camera,traffic,,,,2022/11/30 00:00:00,,,,,,,,,,,
77.5964912,12.980586,,,node/10228079217,wall,fixed,surveillance,indoor,camera,entrance,,,,2022/11/28 00:00:00,,,,,,,,,,,
77.5998802,12.9997829,,,node/10228079318,pole,dome,surveillance,traffic,camera,traffic,,,,2022/11/30 00:00:00,,,,,,,,,,,
77.5800976,12.9199166,,,node/10228903709,pole,fixed,surveillance,public,camera,traffic,"180",,2022/12/29 00:00:00,2022/11/30 00:00:00,,,,,,,,,,,
77.5479754,13.012407,,,node/10236004197,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5479727,13.0124253,,,node/10236004198,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5484709,13.0149668,,,node/10236068124,pole,fixed,surveillance,public,camera,traffic,"210",,,,,,,,,,,,,,
77.5484884,13.015002,,,node/10236068125,pole,fixed,surveillance,public,camera,traffic,"30",,,,,,,,,,,,,,
77.594918,12.9820545,,,node/10236740309,,panning,surveillance,traffic,camera,traffic,"200",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5955802,12.9830948,,,node/10236740310,grantry,panning,surveillance,traffic,camera,traffic,"30",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5935834,12.9887281,,,node/10236740311,pole,panning,surveillance,traffic,camera,traffic,,,,2022/12/04 00:00:00,,,,,,,,,,,
77.5949127,12.9820576,,,node/10236740409,gantry,panning,surveillance,traffic,camera,traffic,"200",,,2022/12/04 00:00:00,,,,,,,,,,,
77.597102,12.9843779,,,node/10236740410,pole,panning,surveillance,traffic,camera,traffic,"230",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5955628,12.9830959,,,node/10236741409,gantry,panning,surveillance,traffic,camera,traffic,"30",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5955729,12.9830888,,,node/10236741410,gantry,panning,surveillance,traffic,camera,traffic,"30",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5971055,12.9843791,,,node/10236751409,pole,panning,surveillance,traffic,camera,traffic,"350",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5981797,12.9934814,,,node/10236751410,pole,dome,surveillance,public,camera,entrance,"0",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5931166,12.9892476,,,node/10236754309,gantry,panning,surveillance,traffic,camera,traffic,"330",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5931227,12.9892509,,,node/10236754409,gantry,panning,surveillance,traffic,camera,traffic,"330",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5930616,12.9892243,,,node/10236754410,wall,fixed,surveillance,outdoor,camera,entrance,,,,2022/12/04 00:00:00,,,,,,,,,,,
77.5943175,12.9918326,,,node/10236754411,,panning,surveillance,traffic,camera,traffic,,,,2022/12/04 00:00:00,,,,,,,,,,,
77.5927202,12.9896584,,,node/10236755009,gantry,panning,surveillance,traffic,camera,traffic,"330",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5981797,12.9934814,,,node/10236757209,pole,panning,surveillance,public,camera,town,"90",,,2022/12/04 00:00:00,,,,,,,,,,,
77.5981797,12.9934814,,,node/10236757309,pole,panning,surveillance,public,camera,town,"180",,,2022/12/04 00:00:00,,,,,,,,,,,
77.598304,12.9932193,,,node/10236757409,pole,dome,surveillance,traffic,camera,traffic,,,,2022/12/04 00:00:00,,,,,,,,,,,
77.5970268,12.981017,,,node/10243804409,pole,panning,surveillance,traffic,camera,traffic,"350",,,2022/12/07 00:00:00,,,,,,,,,,,
77.5972575,12.9806783,,,node/10243804509,pole,fixed,surveillance,traffic,camera,traffic,"143",,,2022/12/07 00:00:00,,,,,,,,,,,
77.5955787,12.9935933,,,node/10262176510,pole,panning,surveillance,traffic,camera,traffic,"222",,,2022/12/14 00:00:00,,,,,,,,,,,
77.5957793,12.9936497,,,node/10262176511,pole,panning,surveillance,traffic,camera,traffic,,,,2022/12/14 00:00:00,,,,,,,,,,,
77.5955787,12.9935933,,,node/10262180309,pole,panning,surveillance,traffic,camera,traffic,"315",,,2022/12/14 00:00:00,,,,,,,,,,,
77.6040584,12.9752442,,,node/10262331810,pole,panning,surveillance,traffic,camera,traffic,,,,2022/12/14 00:00:00,,,,,,,,,,,
77.6010738,12.9722891,,,node/10272932170,wall,fixed,surveillance,outdoor,camera,building,"120",,,,,,,,,,,,,,
77.6010637,12.9722898,,,node/10272932171,wall,fixed,surveillance,outdoor,camera,building,"210",,,,,,,,,,,,,,
77.5501976,13.0030204,,,node/10276162834,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.5501969,13.0030295,,,node/10276162835,pole,fixed,surveillance,public,camera,traffic,"350",,,,,,,,,,,,,,
77.5529066,13.0042637,,,node/10276162845,pole,fixed,surveillance,public,camera,traffic,"280",,,,,,,,,,,,,,
77.5529167,13.0042592,,,node/10276162846,pole,fixed,surveillance,public,camera,traffic,"200",,,,,,,,,,,,,,
77.5529308,13.0042624,,,node/10276162847,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5944527,12.9818533,,,node/10279677011,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5944091,12.9701341,,,node/10279677012,pole,fixed,surveillance,public,camera,traffic,"350",,,,,,,,,,,,,,
77.5887275,12.9679306,,,node/10279677014,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5887289,12.9679417,,,node/10279677015,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5724408,12.9804511,,,node/10279677046,pole,fixed,surveillance,public,camera,area,"0",,,,,,,,,,,,,,
77.5724422,12.9804442,,,node/10279677047,pole,fixed,surveillance,public,camera,area,"90",,,,,,,,,,,,,,
77.5724372,12.9804449,,,node/10279677048,pole,dome,surveillance,public,camera,area,,,,,,,,,,,,,,,
77.5711953,12.9802851,,,node/10279677049,pole,fixed,surveillance,public,camera,area,"215",,,,,,,,,,,,,,
77.571202,12.9802828,,,node/10279677050,pole,fixed,surveillance,public,camera,area,"135",,,,,,,,,,,,,,
77.5711953,12.9802913,,,node/10279677051,pole,fixed,surveillance,public,camera,area,"315",,,,,,,,,,,,,,
77.5681143,12.9826023,,,node/10279677052,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5681086,12.9825902,,,node/10279677053,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5666365,12.9820748,,,node/10279677054,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5666308,12.9820627,,,node/10279677055,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5666322,12.9820562,,,node/10279677056,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5646963,12.9823656,,,node/10279677057,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5646976,12.9823741,,,node/10279677058,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5713717,12.9933597,,,node/10279677065,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.5713633,12.9933594,,,node/10279677066,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.571378,12.9933544,,,node/10279677067,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.571372,12.9933553,,,node/10279677068,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5639749,12.9963117,,,node/10279677069,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5639846,12.9962984,,,node/10279677070,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.563991,12.9963141,,,node/10279677071,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5530523,12.9980449,,,node/10279677072,pole,fixed,surveillance,public,camera,traffic,"330",,,,,,,,,,,,,,
77.553048,12.9980423,,,node/10279677073,pole,fixed,surveillance,public,camera,traffic,"330",,,,,,,,,,,,,,
77.5501406,12.9975566,,,node/10285926897,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5501457,12.9975565,,,node/10285926898,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.577882,12.9876752,,,node/10286250868,pole,fixed,surveillance,public,camera,traffic,"225",,,,,,,,,,,,,,
77.5778928,12.9876882,,,node/10286250869,pole,fixed,surveillance,public,camera,traffic,"135",,,,,,,,,,,,,,
77.5594643,12.99759,,,node/10286250886,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5594657,12.9975994,,,node/10286250887,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5587773,12.997832,,,node/10286250888,pole,fixed,surveillance,public,camera,traffic,"20",,,,,,,,,,,,,,
77.6047662,12.9707823,,,node/10286307775,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5983634,12.9665747,,,node/10286321804,pole,fixed,surveillance,public,camera,traffic,"315",,,,,,,,,,,,,,
77.5800861,12.9199288,,,node/10293686925,pole,fixed,surveillance,public,camera,traffic,"90",,,2022/12/29 00:00:00,,,,,,,,,,,
77.5805515,12.9437492,,,node/10293686955,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5486934,13.0020608,,,node/10573918110,pole,fixed,surveillance,public,camera,traffic,"260",,,,,,,,,,,,,,
77.5487075,13.0020529,,,node/10573918111,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.5487048,13.0020637,,,node/10573918112,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.5486409,12.9996059,,,node/10573918113,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.5486386,12.9996161,,,node/10573918114,pole,fixed,surveillance,public,camera,traffic,"350",,,,,,,,,,,,,,
77.5841869,13.0232678,,,node/10574607725,pole,fixed,surveillance,public,camera,traffic,"315",,,,,,,,,,,,,,
77.5841983,13.0232577,,,node/10574607726,pole,fixed,surveillance,public,camera,traffic,"135",,,,,,,,,,,,,,
77.5758623,13.0148786,,,node/10574607737,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.5758791,13.0148786,,,node/10574607738,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5727992,13.0151223,,,node/10574607739,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5727785,13.0151223,,,node/10574607740,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.6222977,13.0413366,,,node/10574709768,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.6223055,13.0413545,,,node/10574709769,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.6477234,13.0123147,,,node/10605890705,pole,dome,surveillance,public,camera,,,,,2023/02/04 00:00:00,,,,,,,,,,,
77.7049885,13.0208319,,,node/10606237005,pole,dome,surveillance,public,camera,,,,,2023/02/04 00:00:00,,,,,,,,,,,
77.6211012,12.9565816,,,node/10606237006,pole,fixed,surveillance,public,camera,,,,,2023/02/04 00:00:00,,,,,,,,,,,
77.6211012,12.9565816,,,node/10606237105,pole,dome,surveillance,public,camera,,,,,2023/02/04 00:00:00,,,,,,,,,,,
77.60445,12.9717963,,,node/10608275705,pole,panning,surveillance,public,camera,,,,,2023/02/05 00:00:00,,,,,,,,,,,
77.6026578,12.975455,,,node/10609291705,pole,dome,surveillance,public,camera,,,,,2023/02/05 00:00:00,,,,,,,,,,,
77.6026578,12.975455,,,node/10609291805,pole,panning,surveillance,public,camera,,,,,2023/02/05 00:00:00,,,,,,,,,,,
77.578469,13.0066794,,,node/10610602305,pole,panning,surveillance,public,camera,,,,,2023/02/06 00:00:00,,,,,,,,,,,
77.5788819,13.0064602,,,node/10610602306,pole,dome,surveillance,public,camera,,,,,2023/02/06 00:00:00,,,,,,,,,,,
77.5788819,13.0064602,,,node/10610602307,pole,panning,surveillance,public,camera,,,,,2023/02/06 00:00:00,,,,,,,,,,,
77.5788034,13.0063158,,,node/10610602309,pole,panning,surveillance,public,camera,,,,,2023/02/06 00:00:00,,,,,,,,,,,
77.5784155,13.0065724,,,node/10610602505,pole,panning,surveillance,public,camera,,,,,2023/02/06 00:00:00,,,,,,,,,,,
77.7180746,12.927873,,,node/10649409980,pole,,surveillance,traffic,camera,,,,,,,,,,,,,,,,
77.6208666,12.9668876,,,node/10676264328,pole,fixed,surveillance,traffic,camera,traffic,"245",,,,,,,,,,,,,,
77.6314556,12.9353689,,,node/10683503360,pole,dome,surveillance,public,camera,,,,,,,,,,,,,,,,
77.631441,12.9353701,,,node/10683503361,pole,fixed,surveillance,public,camera,,"300",,,,,,,,,,,,,,
77.6226015,12.9335106,,,node/10692699505,pole,dome,surveillance,public,camera,,,,,2023/02/25 00:00:00,,,,,,,,,,,
77.6226015,12.9335106,,,node/10692699506,pole,fixed,surveillance,public,camera,,,,,2023/02/25 00:00:00,,,,,,,,,,,
77.6517923,12.9158509,,,node/10716020892,pole,fixed,surveillance,public,camera,,"0;180;270;90",,,,,,,,,,,,,,
77.5485849,13.0061715,,,node/10731092772,pole,fixed,surveillance,public,camera,traffic,"360",,,,,,,,,,,,,,
77.5485856,13.0061598,,,node/10731092773,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.547736,13.0017359,,,node/10731092776,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5477327,13.0017444,,,node/10731092777,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.6285805,13.0475467,,,node/10731125348,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.630346,13.0504875,,,node/10731125351,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.6303702,13.0504849,,,node/10731125352,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.632346,13.0559361,,,node/10731125353,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.6323272,13.0559358,,,node/10731125354,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.6323356,13.0559354,,,node/10731125355,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.6337001,13.0676938,,,node/10731130875,pole,fixed,surveillance,public,camera,traffic,"270",,,,,,,,,,,,,,
77.6337183,13.0676742,,,node/10731130876,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.6337303,13.0676931,,,node/10731130877,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.6337183,13.0677133,,,node/10731130878,pole,fixed,surveillance,public,camera,traffic,"0",,,,,,,,,,,,,,
77.5933745,13.0672502,,,node/10731152809,pole,fixed,surveillance,public,camera,traffic,"180",,,,,,,,,,,,,,
77.5933865,13.0672581,,,node/10731152810,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.5933738,13.0672568,,,node/10731152811,pole,dome,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.6214956,12.9517352,,,node/10748279506,pole,panning,surveillance,public,camera,,,,,2023/03/05 00:00:00,,,,,,,,,,,
77.5713643,12.9969946,,,node/10748279509,pole,panning,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.584746,12.9978245,,,node/10748279510,pole,panning,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.5863047,12.9976625,,,node/10748279511,,panning,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.586268,12.9975456,,,node/10748279512,pole,panning,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.6122444,13.0045563,,,node/10748289807,pole,panning,surveillance,public,camera,,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.5713164,12.9918586,,,node/10748296605,building,dome,surveillance,public,camera,,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.5718161,12.9902706,,,node/10748296705,pole,dome,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.5713643,12.9969946,,,node/10748296706,pole,dome,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.5721382,12.9899841,,,node/10748296805,pole,dome,surveillance,public,camera,town,,,,2023/03/20 00:00:00,,,,,,,,,,,
77.6010389,12.9635028,,,node/10753282200,pole,fixed,surveillance,public,camera,traffic,"260",,,,,,,,,,,,,,
77.6010369,12.9635172,,,node/10753282201,dom,fixed,surveillance,public,camera,traffic,,,,,,,,,,,,,,,
77.6012421,12.9631624,,,node/10753282202,pole,fixed,surveillance,public,camera,traffic,"90",,,,,,,,,,,,,,
77.6146329,12.991538,,,node/10758396106,pole,panning,surveillance,public,camera,town,,,,2023/03/24 00:00:00,,,,,,,,,,,
77.6641812,13.0034371,,,node/10758400605,pole,dome,surveillance,public,camera,town,,,,2023/03/24 00:00:00,,,,,,,,,,,
77.6641812,13.0034371,,,node/10758400606,pole,panning,surveillance,public,camera,town,,,,2023/03/24 00:00:00,,,,,,,,,,,
77.6492423,12.9591958,,,node/10758940288,ceiling,dome,surveillance,public,camera,entrance,,,,2023/03/24 00:00:00,,,,,,,,,,,
77.6289206,12.9451582,,,node/10760556156,pole,dome,surveillance,public,camera,traffic,,,,2023/03/18 00:00:00,,,,,,,,,,,
77.6289154,12.9451557,,,node/10760556157,pole,fixed,surveillance,public,camera,traffic,"0",,,2023/03/18 00:00:00,,,,,,,,,,,
77.6289166,12.9451678,,,node/10760556158,pole,fixed,surveillance,public,camera,traffic,"0",,,2023/03/18 00:00:00,,,,,,,,,,,
77.6289158,12.9451521,,,node/10760556159,pole,fixed,surveillance,public,camera,traffic,"270",,,2023/03/18 00:00:00,,,,,,,,,,,
77.6289164,12.9451644,,,node/10760556160,pole,fixed,surveillance,public,camera,traffic,"270",,,2023/03/18 00:00:00,,,,,,,,,,,
77.5961204,12.9867349,,,node/10761493315,pole,fixed,surveillance,public,camera,traffic,"135",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5961137,12.9867408,,,node/10761493316,pole,fixed,surveillance,public,camera,traffic,"215",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5961036,12.9867526,,,node/10761493317,pole,fixed,surveillance,public,camera,traffic,"305",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5965609,12.9862736,,,node/10761493318,pole,fixed,surveillance,public,camera,traffic,"215",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5971376,12.9855986,,,node/10761493319,pole,fixed,surveillance,public,camera,traffic,"315",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5971504,12.9855882,,,node/10761493320,pole,fixed,surveillance,public,camera,traffic,"135",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5985169,12.9811169,,,node/10761493377,pole,dome,surveillance,public,camera,traffic,,,,2023/03/24 00:00:00,,,,,,,,,,,
77.5984968,12.9810725,,,node/10761493378,pole,fixed,surveillance,public,camera,traffic,"290",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5985096,12.9810614,,,node/10761493379,pole,fixed,surveillance,public,camera,traffic,"200",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5483114,13.0004684,,,node/10763044557,pole,fixed,surveillance,public,camera,traffic,"170",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5483103,13.0004762,,,node/10763044558,pole,fixed,surveillance,public,camera,traffic,"350",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5483026,13.0004739,,,node/10763044559,pole,fixed,surveillance,public,camera,traffic,"260",,,2023/03/24 00:00:00,,,,,,,,,,,
77.5785208,13.001818,,,node/10772167005,pole,dome,surveillance,public,camera,town,,,,2023/03/29 00:00:00,,,,,,,,,,,
77.5430778,13.0083865,,,node/10795162717,pole,fixed,surveillance,public,camera,traffic,"100",,,,,,,,,,,,,,
77.5430841,13.0083763,,,node/10795162718,pole,fixed,surveillance,public,camera,traffic,"10",,,,,,,,,,,,,,
77.5474564,13.0006977,,,node/10819134702,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.5474648,13.000699,,,node/10819134703,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.547443,13.0006925,,,node/10819134704,pole,fixed,surveillance,public,camera,traffic,"260",,,,,,,,,,,,,,
77.5477823,13.0008519,,,node/10819136505,pole,fixed,surveillance,public,camera,traffic,"350",,,,,,,,,,,,,,
77.5477756,13.000831,,,node/10819136506,pole,fixed,surveillance,public,camera,traffic,"260",,,,,,,,,,,,,,
77.5475972,13.0012495,,,node/10819136509,pole,fixed,surveillance,public,camera,traffic,"260",,,,,,,,,,,,,,
77.5476093,13.0012504,,,node/10819136510,pole,fixed,surveillance,public,camera,traffic,"170",,,,,,,,,,,,,,
77.547613,13.0012619,,,node/10819136511,pole,fixed,surveillance,public,camera,traffic,"80",,,,,,,,,,,,,,
77.5466004,13.0024366,,,node/10819136512,pole,fixed,surveillance,public,camera,traffic,"60",,,,,,,,,,,,,,
77.546578,13.0024219,,,node/10819136513,pole,fixed,surveillance,public,camera,traffic,"240",,,,,,,,,,,,,,
77.5469002,13.0026434,,,node/10819136514,pole,fixed,surveillance,public,camera,traffic,"240",,,,,,,,,,,,,,
77.5469119,13.0026434,,,node/10819136515,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5469032,13.0026545,,,node/10819136516,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.5467211,13.0030191,,,node/10819136517,pole,fixed,surveillance,public,camera,traffic,"70",,,,,,,,,,,,,,
77.5467141,13.0030152,,,node/10819136518,pole,fixed,surveillance,public,camera,traffic,"250",,,,,,,,,,,,,,
77.54612,13.0042307,,,node/10819136519,pole,fixed,surveillance,public,camera,traffic,"250",,,,,,,,,,,,,,
77.5461212,13.0042371,,,node/10819136520,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.5461255,13.0042294,,,node/10819136521,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5459289,13.0046489,,,node/10819136522,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5459332,13.0046574,,,node/10819136523,pole,fixed,surveillance,public,camera,traffic,"70",,,,,,,,,,,,,,
77.5458555,13.0048789,,,node/10819136524,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5458454,13.0048753,,,node/10819136525,pole,fixed,surveillance,public,camera,traffic,"150",,,,,,,,,,,,,,
77.5458414,13.0048854,,,node/10819136526,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.5458001,13.0048602,,,node/10819136527,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5457961,13.004874,,,node/10819136528,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.5455212,13.0054437,,,node/10819136529,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
77.5455151,13.0054607,,,node/10819136530,pole,fixed,surveillance,public,camera,traffic,"340",,,,,,,,,,,,,,
77.5451681,13.006228,,,node/10819136536,pole,fixed,surveillance,public,camera,traffic,"250",,,,,,,,,,,,,,
77.5451759,13.0062375,,,node/10819136537,pole,fixed,surveillance,public,camera,traffic,"160",,,,,,,,,,,,,,
